county,table,sector,description,direct,indirect,induced,total
Kalkaska,Employment,65,31-33 Manufacturing,0,-0.00076036030134913138,-0.0002009437625018967,-0.00096130406385102815
Kalkaska,Employment,395,42 Wholesale Trade,-1.0744277238845825,-0.020008805502616755,-0.0097325142699813752,-1.1041690436571807
Kalkaska,Employment,396,44-45 Retail trade,0,-0.0028938338273173368,-0.048864694123515733,-0.051758527950833078
Kalkaska,Employment,408,48-49 Transportation & Warehousing,0,-0.049225110201724154,-0.0097942036983003355,-0.059019313900024489
Kalkaska,Employment,417,51-56 Professional Services,0,-0.13354327545644038,-0.046998648291075987,-0.18054192374751638
Kalkaska,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.052139518363118267,-0.12092072717587568,-0.17306024553899399
Kalkaska,Employment,520,92 Government & non NAICs,0,0,0,0
Kent,Output,0,Total,-32453330,-11138554.214472635,-10143570.291604605,-53735454.506077237
Kent,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-801.54505427169181,-8725.3155696471531,-9526.8606239188448
Kent,Output,20,21 Mining,0,-11859.807459751368,-13074.690038082743,-24934.497497834105
Kent,Output,41,22 Utilities,0,-258687.86812078528,-200241.52421580776,-458929.39233659307
Kent,Output,52,23 Construction,0,-186437.72869393637,-129773.76949230765,-316211.49818624399
Kent,Output,65,31-33 Manufacturing,0,-255238.9274162018,-204395.13602691944,-459634.06344312156
Kent,Output,395,42 Wholesale Trade,-32453330,-1008293.817589283,-554202.26216407062,-34015826.079753354
Kent,Output,396,44-45 Retail trade,0,-95073.079988921629,-943353.3192059634,-1038426.3991948849
Kent,Output,408,48-49 Transportation & Warehousing,0,-1477931.894820411,-254668.14990705581,-1732600.044727467
Kent,Output,417,51-56 Professional Services,0,-7121346.9784601238,-4423816.4648645706,-11545163.443324691
Kent,Output,472,"61-72 Educational, Health, Recreation Service",0,-718547.20046262466,-3405443.5261225388,-4123990.7265851647
Kent,Output,520,92 Government & non NAICs,0,-4335.3664063238193,-5876.1339976413165,-10211.500403965134
Kent,Employment,0,Total,-142.69544982910156,-83.712536777677144,-81.696245309195163,-308.10423191597386
Kent,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.0068286300361405207,-0.093252771805417092,-0.10008140184155766
Kent,Employment,20,21 Mining,0,-0.05511781057032579,-0.060950000825943804,-0.11606781139626962
Kent,Employment,41,22 Utilities,0,-0.27476441567500964,-0.22975622947646102,-0.50452064515147066
Kent,Employment,52,23 Construction,0,-1.1390044050875816,-0.76552862913614272,-1.9045330342237243
Kent,Employment,65,31-33 Manufacturing,0,-1.3678827632604556,-0.52125968286555291,-1.8891424461260082
Kent,Employment,395,42 Wholesale Trade,-142.69544982910156,-4.4334109415201564,-2.4367960311091053,-149.56565680173083
Kent,Employment,396,44-45 Retail trade,0,-1.0385320134143488,-10.54757548869034,-11.58610750210469
Kent,Employment,408,48-49 Transportation & Warehousing,0,-11.962751728403802,-1.8514038655183327,-13.814155593922136
Kent,Employment,417,51-56 Professional Services,0,-52.720477914765674,-19.794228521607117,-72.514706436372791
Kent,Employment,472,"61-72 Educational, Health, Recreation Service",0,-10.694935430422138,-45.367292574951342,-56.062228005373505
Kent,Employment,520,92 Government & non NAICs,0,-0.018830724521506727,-0.028201513209396969,-0.047032237730903703
Lake,Output,0,Total,-120498.47,-24612.00776715454,-7368.9987870741697,-152479.47655422872
Lake,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-5.2733950411851502,-13.568175512968223,-18.841570554153371
Lake,Output,20,21 Mining,0,-67.161946902156586,-15.149006363970063,-82.310953266126646
Lake,Output,41,22 Utilities,0,-267.21214730572888,-62.19913657510606,-329.41128388083496
Lake,Output,52,23 Construction,0,-1015.7099129064675,-156.19088403467401,-1171.9007969411416
Lake,Output,65,31-33 Manufacturing,0,-37.418726370570525,-6.0350219735225341,-43.453748344093057
Lake,Output,395,42 Wholesale Trade,-120498.47,-3163.6025354135054,-510.56078651859264,-124172.6333219321
Lake,Output,396,44-45 Retail trade,0,-272.0395641802096,-857.74927760489709,-1129.7888417851066
Lake,Output,408,48-49 Transportation & Warehousing,0,-7919.3649547574551,-159.59416753547825,-8078.959122292933
Lake,Output,417,51-56 Professional Services,0,-10245.189711800254,-3454.8191333117852,-13700.008845112041
Lake,Output,472,"61-72 Educational, Health, Recreation Service",0,-1619.0348724770038,-2133.1331976431752,-3752.1680701201776
Lake,Output,520,92 Government & non NAICs,0,0,0,0
Lake,Employment,0,Total,-0.85904794931411743,-0.32345066044712728,-0.068568907714930669,-1.2510675174761756
Lake,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00017097906447227168,-0.0004603652787833559,-0.00063134434325562764
Lake,Employment,20,21 Mining,0,-0.00041056274678205796,-8.9899189709363766E-05,-0.00050046193649142174
Lake,Employment,41,22 Utilities,0,-0.00025523532441129544,-5.9411284112342103E-05,-0.00031464660852363754
Lake,Employment,52,23 Construction,0,-0.0083836694631116478,-0.001230465073570912,-0.0096141345366825611
Lake,Employment,65,31-33 Manufacturing,0,-0.00029248602596034716,-3.2663372493013514E-05,-0.00032514939845336075
Lake,Employment,395,42 Wholesale Trade,-0.85904794931411743,-0.022553698686501263,-0.0036398485623221114,-0.88524149656294082
Lake,Employment,396,44-45 Retail trade,0,-0.0044746649890134585,-0.013288966797494592,-0.017763631786508052
Lake,Employment,408,48-49 Transportation & Warehousing,0,-0.11516114137485407,-0.0018878550960124856,-0.11704899647086656
Lake,Employment,417,51-56 Professional Services,0,-0.1423803487496568,-0.012425668687570347,-0.15480601743722713
Lake,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.029367874022364088,-0.035453764372862143,-0.064821638395226241
Lake,Employment,520,92 Government & non NAICs,0,0,0,0
Lapeer,Output,0,Total,-318516.81,-58523.753089912032,-40210.167174435308,-417250.73026434734
Lapeer,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-7.3177717757501046,-61.590919999682278,-68.908691775432374
Lapeer,Output,20,21 Mining,0,-27.431624618080242,-22.970773801259853,-50.402398419340095
Lapeer,Output,41,22 Utilities,0,-2146.2074966990922,-1093.0701622099407,-3239.2776589090331
Lapeer,Output,52,23 Construction,0,-2002.4856674925454,-831.2167995558093,-2833.7024670483547
Lapeer,Output,65,31-33 Manufacturing,0,-369.01598356123475,-70.119700711358064,-439.13568427259264
Lapeer,Output,395,42 Wholesale Trade,-318516.81,-1704.4046601390583,-613.79602906805746,-320835.01068920712
Lapeer,Output,396,44-45 Retail trade,0,-654.62481912694875,-5774.3776386433055,-6429.0024577702534
Lapeer,Output,408,48-49 Transportation & Warehousing,0,-10605.495767692695,-1118.5752744462777,-11724.071042138974
Lapeer,Output,417,51-56 Professional Services,0,-35767.745748843328,-19688.81062050832,-55456.556369351667
Lapeer,Output,472,"61-72 Educational, Health, Recreation Service",0,-5239.0235499633009,-10935.639255491296,-16174.662805454598
Lapeer,Output,520,92 Government & non NAICs,0,0,0,0
Lapeer,Employment,0,Total,-1.6231613159179688,-0.69097496704392958,-0.36880465991366973,-2.6829409428755682
Lapeer,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00017587777527687946,-0.0009678045195477868,-0.0011436822948246662
Lapeer,Employment,20,21 Mining,0,-0.00014553979717154146,-0.00010853220979576652,-0.00025407200696730796
Lapeer,Employment,41,22 Utilities,0,-0.0017356880794343653,-0.00096519474868787651,-0.0027008828281222422
Lapeer,Employment,52,23 Construction,0,-0.014650601000659068,-0.0057792741427287872,-0.020429875143387854
Lapeer,Employment,65,31-33 Manufacturing,0,-0.0027552940351312795,-0.00029442588048339227,-0.0030497199156146698
Lapeer,Employment,395,42 Wholesale Trade,-1.6231613159179688,-0.0086856448971741346,-0.0031279041136544174,-1.6349748649287974
Lapeer,Employment,396,44-45 Retail trade,0,-0.0094774852661824848,-0.07879197135540536,-0.088269456621587847
Lapeer,Employment,408,48-49 Transportation & Warehousing,0,-0.12431162264820916,-0.012124941578756869,-0.13643656422696601
Lapeer,Employment,417,51-56 Professional Services,0,-0.44996568387981184,-0.089011412446776503,-0.53897709632658841
Lapeer,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.079071529664878848,-0.177633198917833,-0.25670472858271187
Lapeer,Employment,520,92 Government & non NAICs,0,0,0,0
Leelanau,Output,0,Total,-232588.57999999999,-70171.449039090206,-21343.927605680903,-324103.9566447711
Leelanau,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-7.8341145242292773,-51.098240393583126,-58.932354917812432
Leelanau,Output,20,21 Mining,0,-321.51855331651109,-73.60836953206956,-395.1269228485807
Leelanau,Output,41,22 Utilities,0,-621.69180530414451,-154.7550266135882,-776.44683191773265
Leelanau,Output,52,23 Construction,0,-1373.2562140265013,-329.94759326252631,-1703.2038072890275
Leelanau,Output,65,31-33 Manufacturing,0,-59.341639502821138,-9.9981163660363634,-69.339755868857537
Leelanau,Output,395,42 Wholesale Trade,-232588.57999999999,-3687.9863980960799,-798.15181815919334,-237074.71821625525
Leelanau,Output,396,44-45 Retail trade,0,-323.0974145883693,-1717.9602286582526,-2041.0576432466221
Leelanau,Output,408,48-49 Transportation & Warehousing,0,-7110.0321551102297,-354.55752806970565,-7464.5896831799355
Leelanau,Output,417,51-56 Professional Services,0,-41922.183308243337,-10362.41555176658,-52284.598860009915
Leelanau,Output,472,"61-72 Educational, Health, Recreation Service",0,-3905.0289609454417,-5360.3349291103686,-9265.363890055809
Leelanau,Output,520,92 Government & non NAICs,0,-10839.478475432545,-2131.100203748998,-12970.578679181543
Leelanau,Employment,0,Total,-1.4423785209655762,-0.63877941159637364,-0.18518495321482006,-2.2663428857767705
Leelanau,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00018940575751689323,-0.00076189587442350047,-0.00095130163194039378
Leelanau,Employment,20,21 Mining,0,-0.0039876772993799143,-0.00089988867997983822,-0.004887565979359753
Leelanau,Employment,41,22 Utilities,0,-0.00061441703354219856,-0.00015294414944258067,-0.00076736118298477928
Leelanau,Employment,52,23 Construction,0,-0.0096058487019903063,-0.0022543947333646189,-0.011860243435354925
Leelanau,Employment,65,31-33 Manufacturing,0,-0.00046233200904911902,-5.406349696526261E-05,-0.00051639550601438166
Leelanau,Employment,395,42 Wholesale Trade,-1.4423785209655762,-0.022870737166827918,-0.0049496713062088631,-1.4701989294386131
Leelanau,Employment,396,44-45 Retail trade,0,-0.0050902716258491663,-0.027396599534887493,-0.032486871160736661
Leelanau,Employment,408,48-49 Transportation & Warehousing,0,-0.094672677404883887,-0.0035093990601718517,-0.098182076465055737
Leelanau,Employment,417,51-56 Professional Services,0,-0.38282433868755589,-0.043829860961315387,-0.42665419964887147
Leelanau,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.071207688381938611,-0.09208583951849969,-0.16329352790043838
Leelanau,Employment,520,92 Government & non NAICs,0,-0.047254017527839733,-0.009290395899560976,-0.056544413427400707
Lenawee,Output,0,Total,-945940.75,-152131.07805223792,-158451.32769283251,-1256523.1557450704
Lenawee,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-23.495554345849953,-310.08779080633781,-333.5833451521878
Lenawee,Output,20,21 Mining,0,-159.36163348270407,-159.66496093833024,-319.0265944210343
Lenawee,Output,41,22 Utilities,0,-3762.9622563837784,-2810.5037636854513,-6573.4660200692297
Lenawee,Output,52,23 Construction,0,-3552.748538954198,-2080.8930102622307,-5633.6415492164288
Lenawee,Output,65,31-33 Manufacturing,0,-6985.3346469379285,-4942.2710482338034,-11927.605695171733
Lenawee,Output,395,42 Wholesale Trade,-945940.75,-11865.125383734703,-5655.4981745797913,-963461.37355831452
Lenawee,Output,396,44-45 Retail trade,0,-1726.2974162928899,-20903.032594765773,-22629.330011058661
Lenawee,Output,408,48-49 Transportation & Warehousing,0,-25664.035535476076,-3377.7810226313918,-29041.816558107468
Lenawee,Output,417,51-56 Professional Services,0,-85493.940392447985,-67083.838721704175,-152577.77911415219
Lenawee,Output,472,"61-72 Educational, Health, Recreation Service",0,-12897.776694181801,-51127.756605225222,-64025.53329940702
Lenawee,Output,520,92 Government & non NAICs,0,0,0,0
Lenawee,Employment,0,Total,-4.1887717247009277,-1.6036620910568573,-1.449352765237844,-7.2417865809956279
Lenawee,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00033437273019095831,-0.0051456432192498874,-0.0054800159494408441
Lenawee,Employment,20,21 Mining,0,-0.0011289245076425212,-0.0011215960981195202,-0.002250520605762041
Lenawee,Employment,41,22 Utilities,0,-0.0032561455020997496,-0.0029576385118546076,-0.0062137840139543576
Lenawee,Employment,52,23 Construction,0,-0.026078231775426303,-0.014534529399570341,-0.040612761174996639
Lenawee,Employment,65,31-33 Manufacturing,0,-0.015979316180036975,-0.0020727440609370298,-0.018052060240974006
Lenawee,Employment,395,42 Wholesale Trade,-4.1887717247009277,-0.052540607787342451,-0.025043419418050706,-4.2663557519063211
Lenawee,Employment,396,44-45 Retail trade,0,-0.023489847740388897,-0.28361558490964439,-0.30710543265003332
Lenawee,Employment,408,48-49 Transportation & Warehousing,0,-0.28011255682110398,-0.031436783089386751,-0.31154933991049066
Lenawee,Employment,417,51-56 Professional Services,0,-1.0197824120182184,-0.29763009020312464,-1.3174125022213428
Lenawee,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.18095967599440707,-0.78579473632790608,-0.96675441232231318
Lenawee,Employment,520,92 Government & non NAICs,0,0,0,0
Livingston,Output,0,Total,-3310016,-788058.40339260048,-675346.38363411359,-4773420.7870267136
Livingston,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-23.44926147110575,-121.2992593556137,-144.74852082671944
Livingston,Output,20,21 Mining,0,-50.054855323200172,-48.301644642766355,-98.35649996596652
Livingston,Output,41,22 Utilities,0,-7622.3662519690988,-4830.567776459261,-12452.934028428361
Livingston,Output,52,23 Construction,0,-19743.224262895063,-12203.695014243227,-31946.919277138291
Livingston,Output,65,31-33 Manufacturing,0,-17988.366276988068,-15719.118740263582,-33707.485017251653
Livingston,Output,395,42 Wholesale Trade,-3310016,-62918.101699829102,-34069.564403690747,-3407003.66610352
Livingston,Output,396,44-45 Retail trade,0,-6646.1946841922472,-78621.96684694993,-85268.161531142177
Livingston,Output,408,48-49 Transportation & Warehousing,0,-89946.004574148072,-18266.732327952101,-108212.73690210018
Livingston,Output,417,51-56 Professional Services,0,-528626.02787044283,-344218.88442826248,-872844.9122987052
Livingston,Output,472,"61-72 Educational, Health, Recreation Service",0,-51677.695376707146,-164468.34565017012,-216146.0410268773
Livingston,Output,520,92 Government & non NAICs,0,-2816.9182786345482,-2777.9075421238522,-5594.8258207584004
Livingston,Employment,0,Total,-13.923748970031738,-6.6290742019397371,-5.5326071091752587,-26.085430281146731
Livingston,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00093800210607386915,-0.0045950163603614798,-0.0055330184664353493
Livingston,Employment,20,21 Mining,0,-0.00031314431996527076,-0.00027792795979160603,-0.00059107227975687684
Livingston,Employment,41,22 Utilities,0,-0.0054624930612457937,-0.0036794170030057644,-0.0091419100642515586
Livingston,Employment,52,23 Construction,0,-0.12933929108187911,-0.076958053328685605,-0.20629734441056472
Livingston,Employment,65,31-33 Manufacturing,0,-0.032942311368536453,-0.0072083810988082444,-0.040150692467344686
Livingston,Employment,395,42 Wholesale Trade,-13.923748970031738,-0.26466815152689283,-0.14331533200207389,-14.331732453560704
Livingston,Employment,396,44-45 Retail trade,0,-0.092684659374659029,-1.0372375915397187,-1.1299222509143776
Livingston,Employment,408,48-49 Transportation & Warehousing,0,-0.79841186484184046,-0.12420591619236387,-0.92261778103420422
Livingston,Employment,417,51-56 Professional Services,0,-4.505221054103882,-1.490085407343978,-5.9953064614478588
Livingston,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.79049557296264294,-2.6365654757747339,-3.4270610487373774
Livingston,Employment,520,92 Government & non NAICs,0,-0.0085976571921197835,-0.0084785905717371518,-0.017076247763856935
Mackinac,Output,0,Total,-89368.429999999993,-16564.203475626789,-10253.598938549207,-116186.23241417599
Mackinac,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-1.8110117567142592,-4.3612724553849143,-6.1722842120991741
Mackinac,Output,20,21 Mining,0,-65.771766734065466,-30.380464972713146,-96.152231706778622
Mackinac,Output,41,22 Utilities,0,-482.51587002584995,-208.25167332177188,-690.76754334762177
Mackinac,Output,52,23 Construction,0,-338.69309931257214,-119.86291930198901,-458.55601861456114
Mackinac,Output,65,31-33 Manufacturing,0,-17.89590439517967,-13.769397759707397,-31.665302154887069
Mackinac,Output,395,42 Wholesale Trade,-89368.429999999993,-1109.6841141259647,-297.8586453616503,-90775.972759487602
Mackinac,Output,396,44-45 Retail trade,0,-173.17677585767228,-1330.5009882404461,-1503.6777640981184
Mackinac,Output,408,48-49 Transportation & Warehousing,0,-3866.1610293781059,-310.90035226958724,-4177.0613816476925
Mackinac,Output,417,51-56 Professional Services,0,-6061.5668333953199,-3864.6286732439908,-9926.1955066393111
Mackinac,Output,472,"61-72 Educational, Health, Recreation Service",0,-2012.5439620090203,-3392.2106670690864,-5404.7546290781056
Mackinac,Output,520,92 Government & non NAICs,0,-2434.3831086363271,-680.87388455287953,-3115.2569931892067
Mackinac,Employment,0,Total,-0.51173388957977295,-0.15928044174092021,-0.086626400620234134,-0.75764073194092718
Mackinac,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-2.8301772960295243E-05,-6.7913607591250558E-05,-9.6215380551545801E-05
Mackinac,Employment,20,21 Mining,0,-0.00045489281121688981,-0.00019938248891239748,-0.00065427530012928715
Mackinac,Employment,41,22 Utilities,0,-0.00041384270312414993,-0.00019672166849567241,-0.00061056437161982223
Mackinac,Employment,52,23 Construction,0,-0.0025307959974458318,-0.00087051589176596889,-0.0034013118892118007
Mackinac,Employment,65,31-33 Manufacturing,0,-9.2895514253198182E-05,-6.3361146813858751E-05,-0.00015625666106705691
Mackinac,Employment,395,42 Wholesale Trade,-0.51173388957977295,-0.0063541785511607518,-0.0017055727765604054,-0.51979364090749403
Mackinac,Employment,396,44-45 Retail trade,0,-0.0021274482870300001,-0.017144087925153147,-0.019271536212183145
Mackinac,Employment,408,48-49 Transportation & Warehousing,0,-0.040385784785888786,-0.0019237618740795752,-0.042309546659968354
Mackinac,Employment,417,51-56 Professional Services,0,-0.067382517432601541,-0.015749085903857783,-0.083131603336459317
Mackinac,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.028470067089067404,-0.045618293173798855,-0.074088360262866262
Mackinac,Employment,520,92 Government & non NAICs,0,-0.011039716796171366,-0.0030877041632052264,-0.014127420959376594
Macomb,Output,0,Total,-13125617,-3209785.983315229,-3493241.1117985067,-19828644.095113732
Macomb,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-105.20008575663839,-1585.2375470448062,-1690.4376328014448
Macomb,Output,20,21 Mining,0,-1899.1168361690445,-2065.8611743157153,-3964.9780104847596
Macomb,Output,41,22 Utilities,0,-40127.882782353059,-34170.682173979039,-74298.56495633212
Macomb,Output,52,23 Construction,0,-68318.019678266137,-54242.929015459675,-122560.94869372582
Macomb,Output,65,31-33 Manufacturing,0,-75764.605753907192,-56822.565568380676,-132587.1713222879
Macomb,Output,395,42 Wholesale Trade,-13125617,-188766.42709934712,-126665.96649673049,-13441049.393596077
Macomb,Output,396,44-45 Retail trade,0,-28955.556814662294,-432662.42041551229,-461617.97723017453
Macomb,Output,408,48-49 Transportation & Warehousing,0,-531821.77632879559,-107952.87072375181,-639774.64705254743
Macomb,Output,417,51-56 Professional Services,0,-2040462.9179315704,-1551611.1478605054,-3592074.0657920758
Macomb,Output,472,"61-72 Educational, Health, Recreation Service",0,-233542.78854756488,-1125396.8371193477,-1358939.6256669124
Macomb,Output,520,92 Government & non NAICs,0,-21.691456836823022,-64.593703478825589,-86.285160315648611
Macomb,Employment,0,Total,-54.101821899414062,-26.157806808447575,-29.44189361276386,-109.70152232062549
Macomb,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00135715386272655,-0.026520339464157786,-0.027877493326884335
Macomb,Employment,20,21 Mining,0,-0.012411521610995565,-0.013015358936282539,-0.025426880547278107
Macomb,Employment,41,22 Utilities,0,-0.030228375554467384,-0.027287573605823887,-0.057515949160291277
Macomb,Employment,52,23 Construction,0,-0.42326351252900563,-0.3224319292863177,-0.74569544181532321
Macomb,Employment,65,31-33 Manufacturing,0,-0.38454424185003211,-0.11468721777628362,-0.49923145962631565
Macomb,Employment,395,42 Wholesale Trade,-54.101821899414062,-0.77806687899899696,-0.52209810156354586,-55.401986879976604
Macomb,Employment,396,44-45 Retail trade,0,-0.36313383245291841,-5.3064633861853867,-5.6695972186383052
Macomb,Employment,408,48-49 Transportation & Warehousing,0,-4.1716776571950298,-0.70710204370981589,-4.8787797009048468
Macomb,Employment,417,51-56 Professional Services,0,-16.715384139540031,-6.6966988749376979,-23.412083014477737
Macomb,Employment,472,"61-72 Educational, Health, Recreation Service",0,-3.2748973648409794,-15.697125376811652,-18.972022741652626
Macomb,Employment,520,92 Government & non NAICs,0,-0.0028421300123928003,-0.008463410486893766,-0.011305540499286566
Manistee,Output,0,Total,-174435.14000000001,-29291.08839661126,-17586.597181925867,-221312.8255785371
Manistee,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-1.7549491532450681,-49.676191174678053,-51.431140327923131
Manistee,Output,20,21 Mining,0,-318.13767137209038,-87.752250796031674,-405.88992216812204
Manistee,Output,41,22 Utilities,0,0,0,0
Manistee,Output,52,23 Construction,0,-488.01881556860178,-149.78913200909125,-637.80794757769308
Manistee,Output,65,31-33 Manufacturing,0,-910.19033464981214,-70.212571620650579,-980.40290627046249
Manistee,Output,395,42 Wholesale Trade,-174435.14000000001,-1865.0605847525585,-461.40216532522851,-176761.60275007782
Manistee,Output,396,44-45 Retail trade,0,-326.56255200375654,-2420.1283061396084,-2746.6908581433654
Manistee,Output,408,48-49 Transportation & Warehousing,0,-5491.3170215773844,-444.97185429419551,-5936.2888758715799
Manistee,Output,417,51-56 Professional Services,0,-10479.475191820011,-7122.7415182440418,-17602.216710064051
Manistee,Output,472,"61-72 Educational, Health, Recreation Service",0,-2051.4463660833881,-5014.8294426455013,-7066.2758087288885
Manistee,Output,520,92 Government & non NAICs,0,-7359.1249096304182,-1765.0937496768408,-9124.2186593072583
Manistee,Employment,0,Total,-1.0291767120361328,-0.29712097364484447,-0.16643986122242649,-1.4927375469034039
Manistee,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-5.8592246240619723E-05,-0.0014450546576911286,-0.0015036469039317482
Manistee,Employment,20,21 Mining,0,-0.0021895472859473799,-0.0005998140027280675,-0.0027893612886754479
Manistee,Employment,41,22 Utilities,0,0,0,0
Manistee,Employment,52,23 Construction,0,-0.0037255817635419852,-0.0011138492937634811,-0.0048394310573054659
Manistee,Employment,65,31-33 Manufacturing,0,-0.0064547516904477301,-0.00026840687497861143,-0.0067231585654263445
Manistee,Employment,395,42 Wholesale Trade,-1.0291767120361328,-0.011003957170594466,-0.0027222974455448968,-1.0429029666522722
Manistee,Employment,396,44-45 Retail trade,0,-0.0046830967057318266,-0.034015271974865618,-0.038698368680597443
Manistee,Employment,408,48-49 Transportation & Warehousing,0,-0.073825467972022218,-0.0038937118836346774,-0.077719179855656906
Manistee,Employment,417,51-56 Professional Services,0,-0.13554592102499849,-0.027331605663458193,-0.16287752668845673
Manistee,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.028663865240588671,-0.087621616591249618,-0.11628548183183829
Manistee,Employment,520,92 Government & non NAICs,0,-0.030970192544731105,-0.0074282328345121815,-0.038398425379243289
Marquette,Output,0,Total,-785061.18999999994,-180320.6609715939,-177568.33310218586,-1142950.1840737795
Marquette,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-3.4550009734247418,-58.415632548488908,-61.870633521913639
Marquette,Output,20,21 Mining,0,-204.16190280868796,-97.359306846124696,-301.52120965481271
Marquette,Output,41,22 Utilities,0,-8439.9731393998009,-5030.2016219791312,-13470.174761378932
Marquette,Output,52,23 Construction,0,-4669.656490213014,-2711.5526566460285,-7381.2091468590424
Marquette,Output,65,31-33 Manufacturing,0,-968.83579842976815,-438.81274740439585,-1407.648545834164
Marquette,Output,395,42 Wholesale Trade,-785061.18999999994,-12734.701200492331,-5696.9967138364564,-803492.88791432872
Marquette,Output,396,44-45 Retail trade,0,-2001.2618410716841,-20182.098290742855,-22183.360131814541
Marquette,Output,408,48-49 Transportation & Warehousing,0,-34282.18811666804,-6340.3478234845679,-40622.535940152608
Marquette,Output,417,51-56 Professional Services,0,-103720.29001635543,-70500.979728736987,-174221.26974509237
Marquette,Output,472,"61-72 Educational, Health, Recreation Service",0,-12833.439531307089,-66042.061395139972,-78875.500926447086
Marquette,Output,520,92 Government & non NAICs,0,-462.69793387465177,-469.50718482082408,-932.2051186954759
Marquette,Employment,0,Total,-3.8978312015533447,-1.6252305140143677,-1.5883946104657909,-7.1114563260335037
Marquette,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.000114729903542106,-0.0017170404088094453,-0.0018317703123515512
Marquette,Employment,20,21 Mining,0,-0.00095690845760106828,-0.00045891724797662706,-0.0014158257055776958
Marquette,Employment,41,22 Utilities,0,-0.009837062775598017,-0.005864134699814688,-0.015701197475412706
Marquette,Employment,52,23 Construction,0,-0.029800758454951861,-0.016730017863771412,-0.046530776318723273
Marquette,Employment,65,31-33 Manufacturing,0,-0.0084672616228651139,-0.001606971786073187,-0.010074233408938302
Marquette,Employment,395,42 Wholesale Trade,-3.8978312015533447,-0.063227828955327164,-0.028285605457911062,-3.989344635966583
Marquette,Employment,396,44-45 Retail trade,0,-0.028664651117633978,-0.29017026068122342,-0.31883491179885737
Marquette,Employment,408,48-49 Transportation & Warehousing,0,-0.39075008760659985,-0.052556285595308845,-0.44330637320190869
Marquette,Employment,417,51-56 Professional Services,0,-0.83517902438006553,-0.27958102962685244,-1.114760054006918
Marquette,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.25639708609893891,-0.90956222616351468,-1.1659593122624536
Marquette,Employment,520,92 Government & non NAICs,0,-0.0018351146412442601,-0.0018621209345349762,-0.003697235575779236
Mason,Output,0,Total,-220482.29999999999,-47330.35019778079,-45965.906246938452,-313778.55644471926
Mason,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-8.9821537301997143,-214.00132453746761,-222.98347826766727
Mason,Output,20,21 Mining,0,-292.14553620778088,-175.24484285708783,-467.39037906486868
Mason,Output,41,22 Utilities,0,-3606.055271758366,-2475.0117580021551,-6081.0670297605211
Mason,Output,52,23 Construction,0,-1381.5545301900622,-862.51816563227578,-2244.0726958223377
Mason,Output,65,31-33 Manufacturing,0,-363.02160160262639,-96.126395671471741,-459.1479972740982
Mason,Output,395,42 Wholesale Trade,-220482.29999999999,-2082.0504897236824,-1069.9881675256049,-223634.33865724929
Mason,Output,396,44-45 Retail trade,0,-452.10579107820939,-5341.6793469417535,-5793.7851380199636
Mason,Output,408,48-49 Transportation & Warehousing,0,-11954.774450404597,-1639.1644172409178,-13593.938867645513
Mason,Output,417,51-56 Professional Services,0,-22906.448341624662,-18379.119912135578,-41285.568253760248
Mason,Output,472,"61-72 Educational, Health, Recreation Service",0,-4283.2120314605972,-15713.051916394143,-19996.263947854735
Mason,Output,520,92 Government & non NAICs,0,0,0,0
Mason,Employment,0,Total,-1.0482718944549561,-0.44167002815430445,-0.42291699070270955,-1.9128589133119702
Mason,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00014247304814374063,-0.0030138968578713394,-0.0031563699060150802
Mason,Employment,20,21 Mining,0,-0.0024295268669558474,-0.0012395439589003305,-0.0036690708258561777
Mason,Employment,41,22 Utilities,0,-0.0027462317706741352,-0.0019739418596830035,-0.0047201736303571383
