county,table,sector,description,direct,indirect,induced,total
Shiawassee,Output,417,51-56 Professional Services,0,-242625.2853555317,-114487.52124664329,-357112.80660217494
Shiawassee,Output,472,"61-72 Educational, Health, Recreation Service",0,-52766.073967105644,-108728.49266066869,-161494.56662777436
Shiawassee,Output,520,92 Government & non NAICs,0,0,0,0
Shiawassee,Employment,0,Total,-14.746744155883789,-5.1507870158893843,-2.7498520128774517,-22.647383184650625
Shiawassee,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.001083439880126701,-0.0053053825784881983,-0.0063888224586148984
Shiawassee,Employment,20,21 Mining,0,-0.00097245288356314448,-0.00063875003731748612,-0.0016112029208806304
Shiawassee,Employment,41,22 Utilities,0,-0.022170252784674615,-0.0092345727987951497,-0.031404825583469763
Shiawassee,Employment,52,23 Construction,0,-0.10273819215219425,-0.028222044497230807,-0.13096023664942505
Shiawassee,Employment,65,31-33 Manufacturing,0,-0.023692375527554092,-0.0036456866734706616,-0.027338062201024756
Shiawassee,Employment,395,42 Wholesale Trade,-14.746744155883789,-0.57651580958785043,-0.1681756827364817,-15.491435648208121
Shiawassee,Employment,396,44-45 Retail trade,0,-0.069002836309446286,-0.50782034598594405,-0.57682318229539031
Shiawassee,Employment,408,48-49 Transportation & Warehousing,0,-0.67739843768020602,-0.083601853969098305,-0.76100029164930438
Shiawassee,Employment,417,51-56 Professional Services,0,-2.8377981092837974,-0.41309440241458706,-3.2508925116983853
Shiawassee,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.83941510979997191,-1.5301132911860385,-2.3695284009860105
Shiawassee,Employment,520,92 Government & non NAICs,0,0,0,0
St Clair,Output,0,Total,-2339320.7999999998,-462368.46816161816,-571781.68071525102,-3373470.9488768685
St Clair,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-25.396506650251112,-139.05943789928952,-164.45594454954065
St Clair,Output,20,21 Mining,0,-96.553949442439887,-100.65695933120172,-197.21090877364159
St Clair,Output,41,22 Utilities,0,-33391.802692121448,-29024.336226109928,-62416.138918231387
St Clair,Output,52,23 Construction,0,-11161.591721378582,-8326.094230330511,-19487.685951709092
St Clair,Output,65,31-33 Manufacturing,0,-3664.0900243839133,-1161.2235642009182,-4825.3135885848314
St Clair,Output,395,42 Wholesale Trade,-2339320.7999999998,-42239.137207603548,-26885.857052267536,-2408445.7942598709
St Clair,Output,396,44-45 Retail trade,0,-5179.6040991072277,-65598.650123496103,-70778.254222603326
St Clair,Output,408,48-49 Transportation & Warehousing,0,-92020.847125693792,-16400.149014812079,-108420.99614050587
St Clair,Output,417,51-56 Professional Services,0,-239516.28407936869,-230910.15177600057,-470426.4358553692
St Clair,Output,472,"61-72 Educational, Health, Recreation Service",0,-33093.045833408636,-190617.27521268229,-223710.32104609092
St Clair,Output,520,92 Government & non NAICs,0,-1980.1149224595631,-2618.2271181205515,-4598.3420405801144
St Clair,Employment,0,Total,-9.4968652725219727,-4.0963806726989009,-4.7765113427099006,-18.369757287930774
St Clair,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00073053843934771812,-0.0038645547340770618,-0.0045950931734247786
St Clair,Employment,20,21 Mining,0,-0.0006370457387238149,-0.00061927887411066592,-0.0012563246128344807
St Clair,Employment,41,22 Utilities,0,-0.024313412270195959,-0.022149736475557496,-0.046463148745753455
St Clair,Employment,52,23 Construction,0,-0.074290109470890861,-0.053281769069491523,-0.12757187854038238
St Clair,Employment,65,31-33 Manufacturing,0,-0.02471565640499011,-0.0044876107805977266,-0.029203267185587856
St Clair,Employment,395,42 Wholesale Trade,-9.4968652725219727,-0.17147686371324183,-0.10914764719047036,-9.7774897834256844
St Clair,Employment,396,44-45 Retail trade,0,-0.064534024571152884,-0.84817461492073398,-0.91270863949188685
St Clair,Employment,408,48-49 Transportation & Warehousing,0,-0.80561470244170086,-0.12679067177114517,-0.93240537421284608
St Clair,Employment,417,51-56 Professional Services,0,-2.4533380799117483,-1.0443490959510053,-3.4976871758627532
St Clair,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.46888109131474059,-2.5532677465200102,-3.0221488378347501
St Clair,Employment,520,92 Government & non NAICs,0,-0.0078491484221681548,-0.010378616422700831,-0.018227764844868988
St Joseph,Output,0,Total,-448177.15999999997,-67669.725432383741,-62976.335288931296,-578823.22072131501
St Joseph,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-22.943615929259721,-354.46975603640794,-377.41337196566775
St Joseph,Output,20,21 Mining,0,-132.81152454113217,-112.94720065733154,-245.75872519846371
St Joseph,Output,41,22 Utilities,0,-1093.8567340517559,-645.93131876656798,-1739.7880528183239
St Joseph,Output,52,23 Construction,0,-1334.509862339092,-804.16444182690941,-2138.6743041660015
St Joseph,Output,65,31-33 Manufacturing,0,-6483.6012347668493,-3288.6613877149885,-9772.2626224818414
St Joseph,Output,395,42 Wholesale Trade,-448177.15999999997,-4142.9340475845383,-1728.7289523843374,-454048.82299996883
St Joseph,Output,396,44-45 Retail trade,0,-838.02522261730428,-8165.2391605871562,-9003.2643832044614
St Joseph,Output,408,48-49 Transportation & Warehousing,0,-15203.749163164313,-1238.1424863296973,-16441.891649494013
St Joseph,Output,417,51-56 Professional Services,0,-32003.022463295452,-26298.867864069525,-58301.89032736497
St Joseph,Output,472,"61-72 Educational, Health, Recreation Service",0,-6414.2715640940405,-20339.182720558376,-26753.45428465242
St Joseph,Output,520,92 Government & non NAICs,0,0,0,0
St Joseph,Employment,0,Total,-2.1299135684967041,-0.72688646860022676,-0.57496876537761499,-3.4317688024745467
St Joseph,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00024800221211226215,-0.0036546123895182595,-0.0039026146016305223
St Joseph,Employment,20,21 Mining,0,-0.00080207314355128072,-0.00065422109993842957,-0.0014562942434897103
St Joseph,Employment,41,22 Utilities,0,-0.00098332973380266492,-0.00062589515859318363,-0.0016092248923958487
St Joseph,Employment,52,23 Construction,0,-0.0094757715621202453,-0.0054021691575773887,-0.014877940719697634
St Joseph,Employment,65,31-33 Manufacturing,0,-0.022172734200946759,-0.002404171058848372,-0.024576905259795122
St Joseph,Employment,395,42 Wholesale Trade,-2.1299135684967041,-0.019688847648164181,-0.0082155980707224029,-2.1578180142155907
St Joseph,Employment,396,44-45 Retail trade,0,-0.010582230154184819,-0.10773931901693323,-0.11832154917111805
St Joseph,Employment,408,48-49 Transportation & Warehousing,0,-0.13813597063476052,-0.010065852570927169,-0.14820182320568767
St Joseph,Employment,417,51-56 Professional Services,0,-0.42330954984463465,-0.10135050548406056,-0.5246600553286952
St Joseph,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.10148795946594941,-0.33485642137049598,-0.43634438083644539
St Joseph,Employment,520,92 Government & non NAICs,0,0,0,0
Tuscola,Output,0,Total,-798954.31000000006,-121414.45487623826,-99454.267762184783,-1019823.032638423
Tuscola,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-53.173678681833003,-668.7299579443079,-721.90363662614095
Tuscola,Output,20,21 Mining,0,-138.52890325135994,-89.69424082890157,-228.22314408026148
Tuscola,Output,41,22 Utilities,0,-4380.7649767161292,-2546.7768521142284,-6927.5418288303581
Tuscola,Output,52,23 Construction,0,-2995.0289717789728,-1413.7770968806933,-4408.8060686596664
Tuscola,Output,65,31-33 Manufacturing,0,-1360.3059136772929,-253.21849254070827,-1613.5244062180013
Tuscola,Output,395,42 Wholesale Trade,-798954.31000000006,-17059.505008454318,-6972.037929255278,-822985.85293770966
Tuscola,Output,396,44-45 Retail trade,0,-1160.2421298616782,-12652.99381816266,-13813.235948024339
Tuscola,Output,408,48-49 Transportation & Warehousing,0,-32815.598273247029,-3508.4231945886463,-36324.021467835672
Tuscola,Output,417,51-56 Professional Services,0,-51805.879944908607,-42365.063895036539,-94170.943839945132
Tuscola,Output,472,"61-72 Educational, Health, Recreation Service",0,-9645.4270756610385,-28983.552284832826,-38628.97936049386
Tuscola,Output,520,92 Government & non NAICs,0,0,0,0
Tuscola,Employment,0,Total,-3.7117533683776855,-1.1845696674148789,-0.82235201251675671,-5.7186750483093212
Tuscola,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00038587694318620725,-0.0051854234687134055,-0.005571300411899612
Tuscola,Employment,20,21 Mining,0,-0.00089202787250021887,-0.00056422282488035995,-0.0014562506973805789
Tuscola,Employment,41,22 Utilities,0,-0.003441297854266214,-0.0020595258399493713,-0.0055008236942155854
Tuscola,Employment,52,23 Construction,0,-0.021763658004627272,-0.0097461981260117056,-0.031509856130638982
Tuscola,Employment,65,31-33 Manufacturing,0,-0.0089327494397877343,-0.00091135146782306319,-0.009844100907610797
Tuscola,Employment,395,42 Wholesale Trade,-3.7117533683776855,-0.079254437650934081,-0.032390444218063232,-3.8233982502466826
Tuscola,Employment,396,44-45 Retail trade,0,-0.015443952234480158,-0.17096117055961307,-0.18640512279409321
Tuscola,Employment,408,48-49 Transportation & Warehousing,0,-0.34040915063843363,-0.030804422031678332,-0.37121357267011201
Tuscola,Employment,417,51-56 Professional Services,0,-0.59597135835699755,-0.14576248631514807,-0.74173384467214543
Tuscola,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.11807515841966586,-0.42396676766487607,-0.54204192608454227
Tuscola,Employment,520,92 Government & non NAICs,0,0,0,0
Van Buren,Output,0,Total,-707021.25,-101590.08802168067,-81476.524078598755,-890087.86210027954
Van Buren,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-25.48049953150343,-453.9101316081302,-479.39063113963351
Van Buren,Output,20,21 Mining,0,-11.694328480702836,-21.403863326458843,-33.098191807161683
Van Buren,Output,41,22 Utilities,0,-1.9643826281878773,-2.5737573880468485,-4.5381400162347258
Van Buren,Output,52,23 Construction,0,-2041.5462669832596,-1198.8674931243093,-3240.4137601075686
Van Buren,Output,65,31-33 Manufacturing,0,-218.14766930786087,-217.6979617163677,-435.84563102422879
Van Buren,Output,395,42 Wholesale Trade,-707021.25,-10085.195151865482,-3898.7390249587111,-721005.18417682417
Van Buren,Output,396,44-45 Retail trade,0,-889.38183884679734,-12352.790415727162,-13242.172254573963
Van Buren,Output,408,48-49 Transportation & Warehousing,0,-14644.652196573918,-1862.0344202750353,-16506.686616848954
Van Buren,Output,417,51-56 Professional Services,0,-65192.486326873557,-37431.695584208064,-102624.18191108163
Van Buren,Output,472,"61-72 Educational, Health, Recreation Service",0,-7463.3245477687033,-23052.786188355356,-30516.110736124057
Van Buren,Output,520,92 Government & non NAICs,0,-1016.21481282069,-984.02523791112162,-2000.2400507318116
Van Buren,Employment,0,Total,-3.4427857398986816,-0.9395747902088406,-0.75135085871968676,-5.1337113888272077
Van Buren,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.0003554623766489667,-0.0056241187822583865,-0.0059795811589073537
Van Buren,Employment,20,21 Mining,0,-5.4057393638802782E-05,-7.3185551464559237E-05,-0.00012724294510336201
Van Buren,Employment,41,22 Utilities,0,-2.7662319110169501E-06,-3.624349816511356E-06,-6.390581727528306E-06
Van Buren,Employment,52,23 Construction,0,-0.014580451537654075,-0.0081085757484754897,-0.022689027286129565
Van Buren,Employment,65,31-33 Manufacturing,0,-0.0010292230100813749,-0.00044952310391494106,-0.0014787461139963167
Van Buren,Employment,395,42 Wholesale Trade,-3.4427857398986816,-0.049109083428861874,-0.018984610328402169,-3.5108794336559455
Van Buren,Employment,396,44-45 Retail trade,0,-0.012554939762656999,-0.17437316964459951,-0.18692810940725652
Van Buren,Employment,408,48-49 Transportation & Warehousing,0,-0.1391613964192166,-0.014644132570806871,-0.15380552899002348
Van Buren,Employment,417,51-56 Professional Services,0,-0.58570005833263961,-0.11433083202819777,-0.70003089036083732
Van Buren,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.13318401000541996,-0.41103748642156196,-0.54422149642698192
Van Buren,Employment,520,92 Government & non NAICs,0,-0.0038433417101112499,-0.0037216001901886073,-0.0075649419002998576
Washtenaw,Output,0,Total,-8426548,-2270043.6779094129,-1945845.909901496,-12642437.587810913
Washtenaw,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-60.260951406050999,-539.14969147785553,-599.41064288390646
Washtenaw,Output,20,21 Mining,0,-282.35487998646022,-265.52491108748211,-547.87979107394222
Washtenaw,Output,41,22 Utilities,0,-53651.375941224447,-39059.687915319053,-92711.063856543507
Washtenaw,Output,52,23 Construction,0,-22086.580395742902,-15200.845856420187,-37287.426252163088
Washtenaw,Output,65,31-33 Manufacturing,0,-64699.089899287996,-9828.6555040401672,-74527.745403328197
Washtenaw,Output,395,42 Wholesale Trade,-8426548,-180403.25425481796,-100549.47868671556,-8707500.7329415344
Washtenaw,Output,396,44-45 Retail trade,0,-17753.146884524693,-218272.44681715022,-236025.59370167489
Washtenaw,Output,408,48-49 Transportation & Warehousing,0,-240686.22933972371,-48855.20592341607,-289541.43526313972
Washtenaw,Output,417,51-56 Professional Services,0,-1570701.5920028272,-885851.34104591038,-2456552.9330487377
Washtenaw,Output,472,"61-72 Educational, Health, Recreation Service",0,-113767.23943219338,-620828.86336559569,-734596.10279778927
Washtenaw,Output,520,92 Government & non NAICs,0,-5952.5539276781492,-6594.7101843633709,-12547.264112041521
Washtenaw,Employment,0,Total,-34.195949554443359,-15.680286430242463,-15.697130117262825,-65.573366101948636
Washtenaw,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.0014478584004564152,-0.014910581791482873,-0.016358440191939286
Washtenaw,Employment,20,21 Mining,0,-0.0016656108077207847,-0.001488130461730906,-0.0031537412694516908
Washtenaw,Employment,41,22 Utilities,0,-0.038720887694413293,-0.031418671819818847,-0.070139559514232147
Washtenaw,Employment,52,23 Construction,0,-0.13655236997093931,-0.090231808292958376,-0.22678417826389768
Washtenaw,Employment,65,31-33 Manufacturing,0,-0.42798615308870441,-0.05055053060845778,-0.47853668369716246
Washtenaw,Employment,395,42 Wholesale Trade,-34.195949554443359,-0.73209815483247975,-0.40804190656081962,-35.336089615836656
Washtenaw,Employment,396,44-45 Retail trade,0,-0.21720328138510062,-2.6803246703248549,-2.8975279517099555
Washtenaw,Employment,408,48-49 Transportation & Warehousing,0,-1.9475203787762263,-0.29484067601655856,-2.2423610547927848
Washtenaw,Employment,417,51-56 Professional Services,0,-10.049441581699826,-3.2650426633623271,-13.314484245062154
Washtenaw,Employment,472,"61-72 Educational, Health, Recreation Service",0,-2.1081697444914456,-8.8386985396128068,-10.946868284104248
Washtenaw,Employment,520,92 Government & non NAICs,0,-0.0194804090951506,-0.021581938411008156,-0.041062347506158753
Wayne,Output,0,Total,-30789566,-10258060.023605265,-9203790.0347349755,-50251416.058340229
Wayne,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-99.297757643824909,-989.65988251937893,-1088.9576401632037
Wayne,Output,20,21 Mining,0,-10787.693281746919,-12304.1546115702,-23091.847893317121
Wayne,Output,41,22 Utilities,0,-340793.96658164111,-286814.95674738893,-627608.92332902993
Wayne,Output,52,23 Construction,0,-138008.22958536822,-99663.857084856747,-237672.08667022496
Wayne,Output,65,31-33 Manufacturing,0,-227619.84003018052,-312857.89488135284,-540477.73491153296
Wayne,Output,395,42 Wholesale Trade,-30789566,-596135.72848105431,-376070.0231357757,-31761771.751616828
Wayne,Output,396,44-45 Retail trade,0,-62146.440246428676,-847523.78499520279,-909670.2252416315
Wayne,Output,408,48-49 Transportation & Warehousing,0,-1717916.5583397267,-354451.55930296669,-2072368.1176426935
Wayne,Output,417,51-56 Professional Services,0,-6532009.1605934594,-3716491.4197119963,-10248500.580305453
Wayne,Output,472,"61-72 Educational, Health, Recreation Service",0,-631973.08998486691,-3195544.7500001234,-3827517.8399849916
Wayne,Output,520,92 Government & non NAICs,0,-570.01872314654429,-1077.9743812230131,-1647.9931043695574
Wayne,Employment,0,Total,-121.16584777832031,-72.046694408052872,-73.994127146049294,-267.20666933242251
Wayne,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.0016036990465459903,-0.015398585214747251,-0.01700228426129324
Wayne,Employment,20,21 Mining,0,-0.025276390799112789,-0.028800444140110258,-0.054076834939223051
Wayne,Employment,41,22 Utilities,0,-0.26142788688959701,-0.23983390092037368,-0.50126178780997055
Wayne,Employment,52,23 Construction,0,-0.79371434310183475,-0.55405738945834027,-1.3477717325601748
